Nro	URL	Title	Anchor Text	Spam Score	DA	Date First Seen	Date Crawled
169	www.phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	Save Ollanta	54%	20	5/09/2017	4/08/2018
170	www.phy.org/?search=project+&cat=Science/Social_Sciences/Archaeology/Regional/South_America/Peru	Phy.org - Search Results	Save Ollanta	54%	20	19/10/2017	28/06/2018
171	www.phy.org/?search=project+&cat=Science/Social_Sciences/Archaeology/Regional/South_America/Peru	Phy.org - Search Results	Save Ollanta	54%	20	19/10/2017	28/06/2018
172	www.phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru/	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	Save Ollanta	54%	20	16/09/2017	16/06/2018
173	www.phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru/	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	save ollanta	54%	20	16/09/2017	16/06/2018
174	phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru/	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	Save Ollanta	54%	20	22/08/2017	3/09/2018
175	phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru/	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	Save Ollanta	54%	20	22/08/2017	3/09/2018
176	phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	Save Ollanta	54%	20	17/04/2017	29/07/2018
177	phy.org/Science/Social_Sciences/Archaeology/Regional/South_America/Peru	Phy.org - Science: Social Sciences: Archaeology: Regional: South America: Peru	Save Ollanta	54%	20	6/06/2017	29/07/2018
178	clankuj.info/pages/u/urubamba-river-rafting.html	Urubamba River Rafting	[no anchor text]	53%	46	3/02/2018	21/07/2018
179	www.fat64.net/Media/Business/Computers___Internet/Graphics___Design/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	12/06/2018	12/06/2018
180	www.fat64.net/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	7/07/2018	7/07/2018
181	www.fat64.net/Video/Shopping/Blogs/Jewelry/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	2/09/2018	2/09/2018
182	fat64.net/TRQLL/Business/Entertainment/Books___Magazines/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	14/06/2018	14/06/2018
183	fat64.net/NWbkV/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	18/07/2018	18/07/2018
184	fat64.net/TRQLL/Business/Health/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	2/07/2018	2/07/2018
185	fat64.net/www.FAT64.NET/Marketing_and_Advertising/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	25/06/2018	25/06/2018
186	fat64.net/NbdRT/Recreation___Sports/Travel?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	13/08/2018	13/08/2018
187	fat64.net/Nursing/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	7/05/2018	8/08/2018
188	fat64.net/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	19/04/2018	19/07/2018
189	fat64.net/Computers___Internet/Arts/Arts/Shopping/Recreation___Sports/Travel/?p=16	FAT64.NET - Fattest Free Directory of the NET - Recreation & Sports > Travel 	peru hotel .:. Travel Information About Cusco .:. Cusco Peru	53%	50	5/06/2018	4/09/2018
190	17couponpromo7.tk/wallpaper/upload/chamber-breakfast-in-the-valley.html		Get free high quality HD wallpapers chamber breakfast in the valley	52%	3	18/03/2018	13/08/2018
191	lycos.sharelook.es/entretenimiento/cafes_discotecas_y_bares/discotecas/	Directorio	Discoteca Xcess	51%	27	26/02/2017	7/05/2017
192	lycos.sharelook.es/entretenimiento/cafes_discotecas_y_bares/discotecas/	Directorio	discoteca xcess	51%	27	6/07/2017	7/05/2017
193	cusco.swol.nl/	Startpagina swol.nl | Links en Actuele informatie voor iedereen en iedere dag » Swol.nl 	Cusco portal	49%	26	26/04/2017	29/06/2018
194	www.dn2i.com/travel/travel_agents/alfa/page12.htm	Travel Agents sites and related to Travel and Travel Agents sorted alphabetical - (Page 12) - dn2i.com	peru travel agent	48%	40	16/01/2018	18/07/2018
195	www.dn2i.com/travel/travel_agents/hits/	Travel Agents sites and related to Travel and Travel Agents sorted by hits - dn2i.com	peru travel agent	48%	40	30/08/2016	14/07/2018
196	www.dn2i.com/travel/travel_agents/	Travel Agents sites and related to Travel and Travel Agents - dn2i.com	peru travel agent	48%	40	26/08/2016	15/06/2018
197	dev.dn2i.com/travel/travel_agents/hits/	Travel Agents sites and related to Travel and Travel Agents sorted by hits - dn2i.com	peru travel agent	48%	40	31/03/2018	1/07/2018
198	dev.dn2i.com/travel/travel_agents/alfa/page12.htm	Travel Agents sites and related to Travel and Travel Agents sorted alphabetical - (Page 12) - dn2i.com	peru travel agent	48%	40	1/07/2018	1/07/2018
199	dev.dn2i.com/travel/travel_agents/	Travel Agents sites and related to Travel and Travel Agents - dn2i.com	peru travel agent	48%	40	12/12/2017	17/06/2018
200	dn2i.com/travel/travel_agents/alfa/page12.htm	Travel Agents sites and related to Travel and Travel Agents sorted alphabetical - (Page 12) - dn2i.com	peru travel agent	48%	40	8/02/2018	11/08/2018
201	dn2i.com/travel/travel_agents/hits/	Travel Agents sites and related to Travel and Travel Agents sorted by hits - dn2i.com	peru travel agent	48%	40	15/07/2016	17/07/2018
202	dn2i.com/travel/travel_agents/	Travel Agents sites and related to Travel and Travel Agents - dn2i.com	peru travel agent	48%	40	1/06/2016	4/07/2018
203	list.show/domain-list-256	Alexa top domain list || list.show || page  256	cuscoperu.com	48%	39	31/08/2018	31/08/2018
204	list.show/domain-list-256	Alexa top domain list || list.show || page  256	cuscoperu.com	48%	39	31/08/2018	31/08/2018
205	www.housedesignimages.us/shuttle/shuttle-bus	Shuttle Bus - House Design And Decorating Ideas	[no anchor text]	48%	32	16/05/2017	16/05/2017
206	www.linkddl.com/search/cusco	cusco | Cusco - Wikipedia	[no anchor text]	47%	42	8/12/2017	4/07/2018
207	www.linkddl.com/search/Cuzco	Cuzco | Cusco - Wikipedia	[no anchor text]	47%	42	24/08/2018	24/08/2018
208	www.linkddl.com/search/Cusco	Cusco | Cusco - Wikipedia	[no anchor text]	47%	42	22/08/2018	22/08/2018
209	www.linkddl.com/search/temblores-en-lima	temblores en lima | Anexo:Terremotos en el Perú - Wikipedia, la ?	[no anchor text]	47%	42	27/11/2017	10/07/2018
210	coupon60code9.gq/wallpaper/upload/chamber-breakfast-in-the-valley.html	Images for chamber breakfast in the valley coupon60code9.gq	Get free high quality HD wallpapers chamber breakfast in the valley	47%	3	6/05/2018	6/05/2018
211	www.airportsbase.com/new/index.php?ItemIndex=16289	AirportsBase :: Urubamba	http://www.cuscoperu.com/en.html/sacred-valley/urubamba.html	46%	30	25/10/2017	18/07/2018
212	www.airportsbase.com/new/index.php?ItemIndex=4430	AirportsBase :: Cusco	http://www.cuscoperu.com/en.html	46%	30	26/10/2017	15/07/2018
213	www.airportsbase.com/new/index.php?ItemIndex=4430	AirportsBase :: Cusco	http://www.cuscoperu.com/en.html	46%	30	26/10/2017	15/07/2018
214	airportsbase.com/index.php?ItemIndex=4430	AirportsBase :: Cusco	http://www.cuscoperu.com/en.html	46%	30	28/04/2018	28/07/2018
215	airportsbase.com/index.php?ItemIndex=4430	AirportsBase :: Cusco	http://www.cuscoperu.com/en.html	46%	30	28/04/2018	28/07/2018
216	airportsbase.com/new/index.php?ItemIndex=4430	AirportsBase :: Cusco	http://www.cuscoperu.com/en.html	46%	30	5/11/2017	14/07/2018
217	airportsbase.com/new/index.php?ItemIndex=4430	AirportsBase :: Cusco	http://www.cuscoperu.com/en.html	46%	30	5/11/2017	14/07/2018
218	airportsbase.com/new/index.php?ItemIndex=16289	AirportsBase :: Urubamba	http://www.cuscoperu.com/en.html/sacred-valley/urubamba.html	46%	30	11/04/2018	11/07/2018
219	airportsbase.com/index.php?ItemIndex=16289	AirportsBase :: Urubamba	http://www.cuscoperu.com/en.html/sacred-valley/urubamba.html	46%	30	28/04/2018	30/07/2018
220	peru.start.be/	Peru: toerisme, muziek, cultuur, reizen, attracties, media	Info Cusco (nl)	45%	58	5/07/2016	4/08/2018
221	www.sergireboredo.com/esp/rpv/amazonasperu/infoamazonasperu.htm	TRIBU DE LOS YAGUAS EN EL AMAZONAS PERUANO	http://www.cuscoperu.com/en.html ?	45%	32	24/04/2017	11/07/2018
222	www.sergireboredo.com/esp/rpv/amazonasperu/infoamazonasperu.htm	TRIBU DE LOS YAGUAS EN EL AMAZONAS PERUANO	http://www.cuscoperu.com/en.html ?	45%	32	5/06/2017	11/07/2018
223	secure.hospitalityclub.org/hc/travel_guide.php?page3=1&wgInfo=Peru		Peru Travel	45%	59	9/05/2017	23/07/2018
224	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru		Peru Travel	45%	59	17/04/2017	2/08/2018
225	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=ukr	Peru :-) Hospitality Club	Peru Travel	45%	59	7/05/2017	14/07/2018
226	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=esp	Peru :-) Hospitality Club	Peru Travel	45%	59	13/05/2017	5/07/2018
227	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=de	Peru :-) Hospitality Club	Peru Travel	45%	59	1/07/2017	21/07/2018
228	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=ee	Peru :-) Hospitality Club	Peru Travel	45%	59	7/07/2017	24/07/2018
229	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=it	Peru :-) Hospitality Club	Peru Travel	45%	59	13/05/2017	9/07/2018
230	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=lt	Peru :-) Hospitality Club	Peru Travel	45%	59	8/07/2017	9/07/2018
231	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=bra	Peru :-) Hospitality Club	Peru Travel	45%	59	4/07/2017	13/07/2018
232	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=pt	Peru :-) Hospitality Club	Peru Travel	45%	59	29/06/2017	14/07/2018
233	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=ru	Peru :-) Hospitality Club	Peru Travel	45%	59	7/05/2017	24/07/2018
234	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=nl		Peru Travel	45%	59	6/05/2017	17/07/2018
235	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=eng	Peru :-) Hospitality Club	Peru Travel	45%	59	11/07/2017	24/07/2018
236	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=pl	Peru :-) Hospitality Club	Peru Travel	45%	59	7/07/2017	9/07/2018
237	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=fr	Peru :-) Hospitality Club	Peru Travel	45%	59	5/05/2017	20/07/2018
238	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=fin	Peru :-) Hospitality Club	Peru Travel	45%	59	5/05/2017	13/07/2018
239	secure.hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=tr	Peru :-) Hospitality Club	Peru Travel	45%	59	4/07/2017	13/07/2018
240	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=ukr		Peru Travel	45%	59	9/07/2017	16/07/2018
241	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru		Peru Travel	45%	59	15/05/2016	18/07/2018
242	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=eng	Peru :-) Hospitality Club	Peru Travel	45%	59	9/07/2017	21/06/2018
243	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=esp		Peru Travel	45%	59	20/04/2017	18/07/2018
244	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=lt		Peru Travel	45%	59	11/07/2017	17/07/2018
245	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=fr	Peru :-) Hospitality Club	Peru Travel	45%	59	20/04/2017	18/07/2018
246	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=pt	Peru :-) Hospitality Club	Peru Travel	45%	59	8/07/2017	18/07/2018
247	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=bra		Peru Travel	45%	59	11/04/2017	16/07/2018
248	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=pl		Peru Travel	45%	59	11/07/2017	17/07/2018
249	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=ru		Peru Travel	45%	59	18/04/2017	17/07/2018
250	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=fin	Peru :-) Hospitality Club	Peru Travel	45%	59	21/04/2017	18/07/2018
251	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=nl	Peru :-) Hospitality Club	Peru Travel	45%	59	19/04/2017	14/07/2018
252	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=de	Peru :-) Hospitality Club	Peru Travel	45%	59	17/04/2017	21/06/2018
253	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=tr	Peru :-) Hospitality Club	Peru Travel	45%	59	21/04/2017	18/07/2018
254	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=it	Peru :-) Hospitality Club	Peru Travel	45%	59	21/04/2017	18/07/2018
255	hospitalityclub.org/hc/travel_guide.php?wgInfo=Peru&language=ee	Peru :-) Hospitality Club	Peru Travel	45%	59	9/07/2017	16/07/2018
256	hospitalityclub.org/hc/travel_guide.php?page3=1&wgInfo=Peru		Peru Travel	45%	59	1/08/2017	23/07/2018
257	www.linkdir4u.com/recreation/travel/peru-tourism-travel-information-about-cusco-20855.html	Peru Tourism - Travel Information About Cusco	Peru Tourism - Travel Information About Cusco	45%	44	1/06/2016	16/07/2018
258	www.linkdir4u.com/recreation/travel/?page=2	Free web submission directory  : Recreation : Travel	Peru Tourism - Travel Information About Cusco	45%	44	16/07/2016	23/06/2018
259	www.sergireboredo.com/ing/rpv/amazonasperu/infoamazonasperu.htm	TRIBE OF THE PERUVIAN AMAZON Yagua	http://www.cuscoperu.com/en.html ?	45%	32	17/06/2017	8/07/2018
260	www.sergireboredo.com/ing/rpv/amazonasperu/infoamazonasperu.htm	TRIBE OF THE PERUVIAN AMAZON Yagua	http://www.cuscoperu.com/en.html ?	45%	32	17/06/2017	8/07/2018
261	ortografia4.appspot.com/wiki/Sacsayhuam%C3%A1n	Sacsayhuamán – Wikipedja, wolna encyklopedia	Sacsayhuaman	45%	30	2/01/2018	3/07/2018
262	ortografia4.appspot.com/wiki/Sacsayhuam%C3%A1n	Sacsayhuamán – Wikipedja, wolna encyklopedia	sacsayhuaman	45%	30	2/01/2018	3/07/2018
263	www.keywordspy.info/search/atv-peru	atv peru | Combate, ATV Noticias, Nunca Más, Beto a Saber, …	[no anchor text]	45%	28	24/07/2018	24/07/2018
264	the-globe.com/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	44	19/04/2017	7/08/2018
265	www.the-globe.com/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	44	19/04/2018	20/07/2018
266	the-globe.com/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	44	25/10/2017	2/08/2018
267	www.the-globe.com/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	44	23/10/2017	27/07/2018
268	globe.tf/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	15/05/2018	15/08/2018
269	globe.tf/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	8/05/2018	10/08/2018
270	globe.re/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	11/08/2018	11/08/2018
271	globe.re/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	2/04/2018	30/07/2018
272	globe.yt/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	12/05/2018	12/08/2018
273	globe.yt/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	17/05/2018	18/08/2018
274	globe.gy/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	27/03/2018	15/07/2018
275	globe.gy/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	10/08/2018	10/08/2018
276	www.globe.li/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	27/04/2018	13/08/2018
277	www.globe.li/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	3/09/2018	3/09/2018
278	globe.li/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	5/04/2018	17/07/2018
279	globe.li/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	5/04/2018	22/07/2018
280	globe.sc/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	17/04/2018	30/07/2018
281	globe.sc/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	16/04/2018	29/07/2018
282	www.globe.ag/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	11/06/2018	11/06/2018
283	globe.ag/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	1/05/2018	9/08/2018
284	globe.ag/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	35	30/04/2018	10/08/2018
285	globe.tl/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	11/08/2018	11/08/2018
286	globe.tl/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	9/08/2018	9/08/2018
287	globe.lc/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	17/05/2018	16/08/2018
288	globe.lc/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	2/05/2018	10/08/2018
289	globe.ec/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	23/04/2018	31/07/2018
290	globe.ec/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	44%	34	27/05/2018	28/08/2018
291	ru.wikibedia.ru/wiki/%D0%A2%D0%B0%D1%80%D0%B0%D1%83%D0%B0%D1%81%D0%B8	???????? ????	Tarawasi Travel	44%	17	30/08/2017	6/09/2018
292	ru.wikibedia.ru/wiki/%D0%A2%D0%B0%D1%80%D0%B0%D1%83%D0%B0%D1%81%D0%B8	???????? ????	Tarawasi Travel	44%	17	30/08/2017	6/09/2018
293	pinstake.com/peru/	Peru Pictures to pin on Pinterest	[no anchor text]	43%	58	29/06/2018	29/06/2018
294	pinstake.com/fauna/	Fauna Pictures to pin on Pinterest	[no anchor text]	43%	58	10/07/2018	10/07/2018
295	wiki.gmly.info/doku.php/%E5%9C%B0%E7%90%86%E4%B8%8E%E6%96%87%E5%8C%96/%E7%A7%98%E9%B2%81/%E6%AF%94%E5%B0%94%E5%8D%A1%E7%8F%AD%E5%B7%B4	????? [?????????]	http://cuscoperu.com	43%	31	26/01/2018	30/07/2018
296	wiki.gmly.info/doku.php/%E5%9C%B0%E7%90%86%E4%B8%8E%E6%96%87%E5%8C%96/%E7%A7%98%E9%B2%81/%E6%AF%94%E5%B0%94%E5%8D%A1%E7%8F%AD%E5%B7%B4	????? [?????????]	http://cuscoperu.com	43%	31	26/01/2018	30/07/2018
297	123coolpictures.com/machu+picchu+cusco+travel	Machu Picchu Cusco Travel images	Cusco Machu Picchu Cusco\n\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\tSource	43%	48	24/07/2018	24/07/2018
298	123coolpictures.com/museo+nacional+lima	Museo Nacional Lima images	Museo de la Nacion\n\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t<span class='but-source' data-href=	43%	48	20/07/2018	20/07/2018
